"Cell","Site","contra","AltFreq","AltPos","PrMix","PrAve","PrOut","PrSing","WinModels","WinPr","a0","a0.1","a0.2","a0.3","a0.4","a0.5","a0.6","a0.7","a0.8","a0.9","a1","NA.","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.10","NA.11","NA.12","NA.13","NA.14","Trial","Mean_Bin_1","Mean_Bin_2","Mean_Bin_3","Mean_Bin_4","Mean_Bin_5","Mean_Bin_6","Mean_Bin_7","Mean_Bin_8","Mean_Bin_9","Mean_Bin_10","Mean_Bin_11","Mean_Bin_12","Mean_Bin_13","Mean_Bin_14","Mean_Bin_15","Mean_Bin_16","Mean_Bin_17","Mean_Bin_18","Mean_Bin_19","Mean_Bin_20","Mean_Bin_21","Mean_Bin_22","Mean_Bin_23","Mean_Bin_24","Min_Max_Min.","Min_Max_1st.Qu.","Min_Max_Median","Min_Max_Mean","Min_Max_3rd.Qu.","Min_Max_Max.","Switch_at_0.1","Switch_at_0.2","Switch_at_0.3","Mean_Bin_25","Mean_Bin_26","Mean_Bin_27","Mean_Bin_28","Mean_Bin_29","Mean_Bin_30","Mean_Bin_31","Mean_Bin_32","Mean_Bin_33","Mean_Bin_34","Mean_Bin_35","Mean_Bin_36","Mean_Bin_37","Mean_Bin_38","Mean_Bin_39","Mean_Bin_40","n_bins"
"YKIC072811Loc_DoubleSound",0,-1,500,24,0.00143891,9.07e-05,0.993650807,0.004819575,"Outside",0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.384627126333131,0.38592218717157,0.387764079899909,0.389859581347302,0.393214160674629,0.398239667179815,0.402548900138231,0.404075435606976,0.402673914480944,0.403274024559668,0.404684377703028,0.403914300449606,0.405705484248469,0.409208681137351,0.404235822183,0.395773453258736,0.388736108298678,0.383964306471191,0.380423716273039,0.377192779161715,0.37567194102682,0.376509391557449,0.380127355812977,0.381299078367004,0.003658,0.05429,0.1328,0.1958,0.292,0.9176,1.17116,0.59668,0.27584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YKIC072811Loc_DoubleSound",0,-1,500,24,0.00143891,9.07e-05,0.993650807,0.004819575,"Outside",0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.223500297930184,0.22302726870878,0.222277135549099,0.220401701848812,0.217938114604108,0.214255850317752,0.212030352734407,0.21219958205549,0.211157558253669,0.210529720753709,0.210857385050814,0.214363850476782,0.21882528349008,0.221654301267302,0.221026748529569,0.219628783453779,0.217694056197338,0.215764764896454,0.218008757405311,0.218173095894531,0.214626040150576,0.21164294116877,0.214331436741665,0.217687298858455,0.003658,0.05429,0.1328,0.1958,0.292,0.9176,1.17116,0.59668,0.27584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YKIC072811Loc_DoubleSound",0,-1,500,24,0.00143891,9.07e-05,0.993650807,0.004819575,"Outside",0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.221705210531544,0.220290893819037,0.219487629930423,0.219065128761136,0.219384284436189,0.218657307339026,0.215817418186594,0.215776550547965,0.218237307968978,0.217203409215639,0.214302317832726,0.215528359177744,0.216490614265964,0.215521312770271,0.215065435796509,0.213956280712619,0.210348210801395,0.207021192629468,0.208961959449794,0.212102441692487,0.215722878375943,0.221961262314081,0.22641862066721,0.226428752485131,0.003658,0.05429,0.1328,0.1958,0.292,0.9176,1.17116,0.59668,0.27584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YKIC072811Loc_DoubleSound",0,-1,500,24,0.00143891,9.07e-05,0.993650807,0.004819575,"Outside",0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.24782790403109,0.248242430626085,0.247283813445118,0.245807242552059,0.245875149345001,0.245763931328598,0.247149666285019,0.247339214416079,0.247222769126346,0.250374132488679,0.252623914088342,0.251815639099635,0.252068542591844,0.253387024164877,0.250665217649399,0.245180339136298,0.237424012702729,0.231125237288816,0.229311413276083,0.227350236443769,0.223480763959092,0.220424862484102,0.225277647269995,0.230438673399529,0.003658,0.05429,0.1328,0.1958,0.292,0.9176,1.17116,0.59668,0.27584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YKIC072811Loc_DoubleSound",0,-1,500,24,0.00143891,9.07e-05,0.993650807,0.004819575,"Outside",0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.235301880300947,0.234138959178141,0.232461618491306,0.232004221650314,0.235194391515635,0.238939912050763,0.239820433680251,0.237960975339008,0.235514848041747,0.233583855758364,0.231054528182527,0.230664224172,0.231856607278716,0.234598762980046,0.237624775769017,0.239100926079742,0.239669661643382,0.242380536684801,0.240252438955657,0.234659180641747,0.229113666747679,0.225011514340861,0.226413538114168,0.230475309996052,0.003658,0.05429,0.1328,0.1958,0.292,0.9176,1.17116,0.59668,0.27584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YKIC072811Loc_DoubleSound",0,-1,500,24,0.00143891,9.07e-05,0.993650807,0.004819575,"Outside",0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.255007456916545,0.253909790501127,0.253731821983712,0.253806962969669,0.255567901574414,0.259421781617674,0.260917869938982,0.259017816863862,0.257904879660176,0.260601555355438,0.264709444964377,0.264916419925824,0.26547581828951,0.267540364583248,0.264986167542379,0.260585858850803,0.25633805182151,0.253307931314868,0.250324293148002,0.24641713778321,0.242568807544044,0.240588752726323,0.245630025395417,0.249685380172234,0.003658,0.05429,0.1328,0.1958,0.292,0.9176,1.17116,0.59668,0.27584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.572010562704518,0.577321808365069,0.583605585127227,0.582908590459296,0.577803582852591,0.573993087110061,0.570107589032351,0.567106033127522,0.56396659483772,0.560626643033541,0.560396095258454,0.563305665806272,0.565973366115854,0.56799090196811,0.569286098094127,0.570950619531542,0.572930420811034,0.574781971049723,0.577075390560423,0.584485017725612,0.597181109782312,0.606496487639945,0.60591671304004,0.599522343435164,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.592134342015514,0.58596803585865,0.579176762849654,0.573965352062588,0.567773500994795,0.563378656188234,0.561560119129107,0.562460319700341,0.564373165542756,0.563531185611376,0.56392168286452,0.564637334431178,0.563813284016512,0.562317756034154,0.560810860466928,0.559795163514016,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.552158921079275,0.553447461250082,0.550729130726612,0.549873224108861,0.554025117217089,0.56137605908486,0.570083883576913,0.573763273671006,0.569948004037646,0.56420770355991,0.560651586713896,0.557696210209899,0.555539840367977,0.555608188446205,0.552084841739148,0.546485962834127,0.542240578152676,0.53852095258755,0.53513768852962,0.53454000699991,0.536985615758062,0.540465549806126,0.540559666730914,0.536042906846777,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.527183636346542,0.520465065326807,0.516177287971201,0.513033578064899,0.509120798917229,0.503965178976365,0.500889322953298,0.501602942794122,0.505715208948973,0.509456239665349,0.512908858731346,0.516550937757658,0.51958388938154,0.521244054688418,0.522333629315006,0.523585024531328,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.611887374714799,0.616847055925696,0.622524697276264,0.622605468660643,0.621913882397639,0.625627982790453,0.633260049483828,0.641441944644907,0.643953387168688,0.640716869002755,0.636877288422757,0.634569842999162,0.631609083383446,0.627360454942444,0.626450209561033,0.626977249614156,0.628211693380166,0.629486166479523,0.628461738986765,0.626360993348474,0.623548991349623,0.620827871269566,0.619110381859305,0.616967104600755,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.611417522994528,0.606185496589163,0.600966621171853,0.594603457634333,0.589300392743452,0.584652185859303,0.57907044056766,0.573700593600607,0.571722759650483,0.573373954592002,0.576132664502401,0.577348564650223,0.577708200158403,0.57770669717202,0.577570988110136,0.578246071571046,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.574787034337131,0.578961057490798,0.581544862088393,0.580117646282707,0.578179221493762,0.57797343441849,0.57547011640848,0.572576567365746,0.569941395527196,0.567386431065306,0.564390920321036,0.557776445412265,0.553921143583085,0.554243758048522,0.554565355197561,0.554881460397182,0.554838890814946,0.554592054606538,0.556625556478436,0.562241499696719,0.570586533169334,0.575426878176617,0.573039307095861,0.570019313848595,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.568658780323336,0.568456575407797,0.567996516232736,0.567922070129578,0.568317661634589,0.570383059063079,0.571219979739312,0.568720465847381,0.56752179545094,0.563444784154203,0.560772309741178,0.560122372494545,0.559576595795523,0.558661128181654,0.558004648558783,0.557976484022542,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.510027692571121,0.507932150571808,0.50789143949362,0.510371620602638,0.513061768321438,0.51561189522587,0.516568916188737,0.516401994566033,0.515867304384938,0.514664336698145,0.517090164640819,0.522354647671066,0.526212143506751,0.527659052795142,0.532132551968903,0.538637943772823,0.541521846379145,0.539004834614629,0.538046538601405,0.540630163795623,0.544880067119979,0.54910112897492,0.544831284854982,0.540338772404211,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.536510773510507,0.530471580088875,0.523901267394035,0.517322056244659,0.511754529785612,0.509154588149086,0.508890650421324,0.508871710652239,0.508799705366061,0.50836087074383,0.509687596076665,0.511853828738013,0.512725660978982,0.513090488587736,0.514075328917908,0.514895962224794,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.500593198435449,0.497005025347779,0.495856071825361,0.50015170047962,0.508754595023575,0.517882960168387,0.527323480211535,0.531132766715601,0.52653812984075,0.52039557826061,0.514046377545798,0.508486672922652,0.504349923039986,0.503521449553794,0.506692228254927,0.51177820695311,0.516253613614257,0.520428453497125,0.524578049796129,0.524822990914069,0.522937667409005,0.523196446405662,0.525634504082368,0.526272404593231,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.526289289559171,0.523911885854109,0.519807091913715,0.517238909751665,0.514105726122859,0.511179393273459,0.512482582570174,0.514075530287368,0.5116137980071,0.510565007205526,0.511013071877569,0.511199381452947,0.511073753216062,0.511163685190649,0.511215457500751,0.511533400957155,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.507330183396048,0.502993455663336,0.497800940682427,0.497749313689797,0.500788448823834,0.502911362842245,0.505785310785063,0.510843829272233,0.517481576967827,0.523091415961162,0.526585181741478,0.524696016661039,0.519542582345936,0.518801619522486,0.522764877321855,0.525657664541933,0.526166930648261,0.527925276477335,0.531562504815171,0.533946318643644,0.536091315087753,0.537669141502091,0.538121465777796,0.538729672978317,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.536154868043049,0.532044879436653,0.529054383846524,0.526679143560007,0.525111304406264,0.523007493354097,0.521542800950552,0.518139143025513,0.514998268275188,0.514412767552027,0.516516855319368,0.518044452312695,0.519330357295295,0.520214388643831,0.520148051226716,0.520512959989404,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.565168572126184,0.568771870077773,0.563630573131525,0.557539968608071,0.55212935970027,0.548441563844735,0.546244210858702,0.546531877976505,0.547917598345503,0.547573042145657,0.547192088433894,0.548537068009108,0.552462231360816,0.55477654806304,0.556928624206701,0.559466761905517,0.560295185909073,0.557415881654336,0.554761774725614,0.554537325705336,0.554862774887044,0.55600005168198,0.554857683709696,0.550533634224213,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.546797145199821,0.54581337222148,0.545689354311181,0.546666542919131,0.546290076170406,0.545462584315353,0.545475869990653,0.545017987929022,0.54342444129454,0.54333590047674,0.543366721883554,0.542821002390829,0.54224054480627,0.542230434075031,0.542876354983304,0.543333454134378,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.457844856566077,0.45635708290684,0.453562457994403,0.452911479796191,0.454925013710551,0.455378032121735,0.454384595078744,0.453771289960534,0.452943545497293,0.452344267076467,0.452527143453306,0.451800035622259,0.449629907814424,0.448154319193905,0.447915104406093,0.44529591350727,0.439356024464525,0.432644119364844,0.428650818666929,0.426655422986812,0.424470779764662,0.421928744664714,0.41919568343644,0.417514921905244,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.415845588973188,0.414814916469108,0.414252228817097,0.413031741782836,0.410742079236653,0.407528066185766,0.405971139084632,0.407290985616522,0.410972636086573,0.416738128749868,0.423573284671121,0.428393285293871,0.432272721377383,0.435373301851814,0.437689982651557,0.43919135982752,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.524871422421492,0.52518153952961,0.520905319152865,0.518148561168114,0.516645086899276,0.514486963015824,0.512879164845468,0.512164657733237,0.512455278651673,0.513547635173059,0.516629566601371,0.520695787764526,0.522508095492125,0.52147645927837,0.520146287276271,0.520262330937054,0.520971135224385,0.521255158441299,0.521052186986971,0.520075007790076,0.518994557585472,0.517621058917266,0.518125724406069,0.520216687226142,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.517754975397614,0.516095735628549,0.515614119350883,0.513095308750531,0.510015468198502,0.508729038348761,0.510139711524874,0.512715180277516,0.514242133771171,0.514097854768557,0.514781298205148,0.515817887454737,0.515880966034875,0.515783965720442,0.516194387675969,0.517267581816514,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.501455437540668,0.50081947460954,0.499230729693205,0.498385642315019,0.496907360935604,0.496756973181262,0.497123984939505,0.497896495498645,0.499499695446564,0.500723176797611,0.502804739996683,0.502817490309327,0.498582111958434,0.493806016020456,0.491882945817367,0.490617135233298,0.488499072944049,0.487565360991667,0.48757279037989,0.4880122877298,0.485888813611956,0.481820341082667,0.477754259117712,0.476204795159457,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.477261289855036,0.478605522009292,0.480569936660659,0.481283977396345,0.481136452239881,0.479475811968199,0.478448015063787,0.480644479261256,0.485016033185262,0.487302502931353,0.489693234919101,0.490814456329868,0.491970090277766,0.492400492485535,0.492175261599342,0.491922350597763,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.557172431051455,0.560189816970389,0.565897941700131,0.56512058497139,0.564037089404816,0.56432562230952,0.56607900636272,0.569624400131581,0.570699480145917,0.570184165527217,0.57142207559272,0.57074797032139,0.570199245134352,0.572596171510324,0.577628322183121,0.580099881567027,0.581067754807012,0.58457700586929,0.58443750362424,0.581380464278742,0.579718264627784,0.578319253297403,0.573242896897724,0.566749277027373,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.559128895225317,0.554672098541196,0.552931535271085,0.549283949842815,0.545498638069023,0.542411497269718,0.540956816377586,0.541845689374934,0.54640413023794,0.550826098921391,0.552802956645357,0.551640231963218,0.550981037106065,0.551301989542065,0.551298567050353,0.550507407031109,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.520438942886309,0.524141125641267,0.527421894112248,0.528879064334996,0.528967883417455,0.52452874923553,0.517649150644514,0.513202882419267,0.511037802099303,0.506426236048008,0.500522550767201,0.494332344446176,0.488544440450757,0.486216051367681,0.487168273919181,0.488487839958293,0.487801951957747,0.486916885688877,0.487962861183053,0.489178411990072,0.490114532826195,0.487786595154216,0.483798203911191,0.479847675772009,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.478744689003031,0.481175531956234,0.485331658341035,0.490456974127872,0.492767716095329,0.488969637114218,0.4825524958805,0.477373156171076,0.476289898611943,0.479232063704393,0.483754534541233,0.486251390076897,0.488481927188281,0.490993811823089,0.492517631244232,0.493652531356755,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.543001367357338,0.545566466072114,0.545402214511106,0.541250069621273,0.538633000087132,0.537887650291173,0.539764146118325,0.546927026617808,0.554666275258909,0.554344069184175,0.551327768931451,0.548290448592519,0.544219646193414,0.538454184740742,0.535056248369197,0.535379647307452,0.534105558705276,0.530913510574494,0.527452186183008,0.523743824171145,0.519984056163549,0.517497264131679,0.515862928931286,0.515928845257345,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.516069228421808,0.518011642252491,0.520124763219847,0.521908744989149,0.524080954206482,0.529217869394835,0.536927407378376,0.538985167700614,0.5372806846332,0.53530659067848,0.531686930279618,0.529184635966998,0.527832611457847,0.526793346615985,0.526039722375405,0.526240560663048,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.467649791025748,0.464093384300265,0.465921141335889,0.470167461633232,0.473197636561827,0.473886444383464,0.469693264048744,0.464852240937516,0.463039679760524,0.464093844884224,0.466295736818033,0.467952398471384,0.468631357997043,0.470919134040096,0.472471130716043,0.4733389365476,0.475608018587601,0.478780654607584,0.482272088828041,0.481419640309078,0.482092621330806,0.483246087469836,0.483094790997711,0.48007440609611,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.476082921825047,0.474568331793191,0.4730870615665,0.471818747161875,0.471575285668688,0.472650191762631,0.476667035218017,0.480357058371356,0.48105574008336,0.481516672064046,0.482771300761275,0.482741223291285,0.482482972927652,0.482320644388486,0.482663530643818,0.483592920987348,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.497718447368862,0.495611858302737,0.494286527439885,0.491490843802605,0.490083826117754,0.489703913242966,0.488313983463419,0.487569048667314,0.488333384940384,0.489955194385539,0.49040037144732,0.489815484245935,0.491368438226427,0.49625589096097,0.500102636048383,0.502315694287728,0.50610114894879,0.511294259836201,0.517823595666037,0.522756169288843,0.525432704384575,0.522661295392417,0.516995061995897,0.515276191149703,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.514264817378157,0.51259871595487,0.512187739551128,0.512096381282586,0.512685335415524,0.514597262985482,0.520298195602107,0.528375733422209,0.532595970859026,0.530857154798754,0.528536891509394,0.526391958725737,0.524208395690601,0.522992595635252,0.522069369862978,0.52125510247058,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.507509896076897,0.506007754146558,0.508985910111332,0.511453618674143,0.510410270122093,0.50986743930222,0.512198279472016,0.517060839577022,0.520622422145678,0.520807924441922,0.519740572924476,0.518183333709138,0.519413239910504,0.521554696170488,0.52028856591332,0.517030041695947,0.51300846804693,0.512045017800862,0.515991229938838,0.52372764237162,0.530456931316107,0.533069736794323,0.530365969642948,0.52172801581444,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.512465500806866,0.50751625323819,0.505698880837042,0.504589572384674,0.502635876434239,0.499652208249904,0.498725922621261,0.501911393504113,0.50627238793152,0.509987659961535,0.511835639907314,0.512985885522699,0.513518946056963,0.513991438214859,0.514006140130127,0.513449365016437,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.538557889354038,0.540759359437485,0.53975170256017,0.538929395054943,0.539741270975088,0.54043086233476,0.542010393896211,0.543648898484444,0.545258118444273,0.547468865901317,0.549469267496074,0.54851544839954,0.543963119530865,0.53867662993699,0.534810749291387,0.532832324663274,0.530599638443749,0.526486327701136,0.523645776164294,0.521534788727876,0.520362003381833,0.518763971979786,0.515036735368185,0.51347378142269,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.513789994177358,0.515118529808701,0.515423454438099,0.516168270853324,0.516764843131265,0.515977713998268,0.512052135375712,0.508448556602119,0.507966201610356,0.508222829128605,0.50989471593876,0.512748690299151,0.515227364385347,0.516824593219902,0.518036717767595,0.519005680324556,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.471886384152667,0.473580425205847,0.476017628733271,0.473623378540344,0.469732035516136,0.466054482428139,0.463069199906201,0.459158722465235,0.45477666228357,0.452054771289621,0.449364095597991,0.446317674059577,0.445585287851639,0.448144857655124,0.449657870740104,0.44849182549446,0.445256684966457,0.441883422386648,0.440588075222754,0.441297019746239,0.440432507389721,0.437598670007212,0.434162462870422,0.433214126608897,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.434889939952885,0.435675412063084,0.434648752426733,0.433056054451522,0.430747635671037,0.428100499872068,0.428020857685522,0.43021806081557,0.432563170916314,0.4367998132039,0.441201333777295,0.444244670522307,0.447359171314878,0.450341816594209,0.452131099320724,0.454208020962246,40
"YKIC140226Loc_DoubleSound",2,1,500,6,0.005171733,0.993275215,2.24e-08,0.00155303,"Average",0.993275215,0.06,0.07,0.08,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.555454222687521,0.556413687654989,0.558889699839649,0.561786172242396,0.559535088391242,0.557107374415952,0.556950221378734,0.559545693801396,0.559389329957249,0.552576423973262,0.545474305829066,0.542272954569141,0.54403436204069,0.549028717300072,0.550841532933804,0.54989889141427,0.548055151641595,0.546211554342455,0.548250324982882,0.554108199307526,0.562228510908519,0.570489424923844,0.573123144090463,0.57081368403466,0.007952,0.1233,0.2442,0.2883,0.4218,0.9084,2.21416,1.32228,0.75224,0.563729154638132,0.557578487152201,0.551828128821517,0.54551337008534,0.538918019565807,0.53489303304462,0.533314998973178,0.531973189484613,0.530618353541632,0.531705731670922,0.535129817662804,0.538135337940224,0.540214632679485,0.541592507563194,0.541998884906164,0.54214394577091,40
"PSIC092910Loc_DoubleSound",0,1,903,-6,0.007507641,0.991403226,0.000639749,0.000449383,"Average",0.991403226,0.07,0.08,0.09,0.09,0.12,0.11,0.1,0.1,0.1,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.534423920059144,0.533006501227833,0.533622560238437,0.534435265023756,0.536729568181161,0.540943087697991,0.543703861824921,0.543034835176633,0.539977096978726,0.535818719713579,0.532898648322587,0.534737098517039,0.5372867485942,0.538961141203049,0.53955190537425,0.541245773840175,0.548255549729267,0.55515599184425,0.558363552118519,0.559249055528086,0.557296667409971,0.555487564332481,0.554665127817183,0.553643453616448,0.005882,0.08006,0.1807,0.2365,0.352,0.9007,1.33776,0.77352,0.42728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
