Cell,Site,AltFreq,AltPos,PoiWin,HmmWin,PoiWinPr,HmmWinPr,HmmMidAlph,SwiRate,DivRate,PrStartA,PrA2B,PrB2A,PrSwiMajor,PrDivMajor,PvalSepRank,PvalSepPoi,MinSampSing,PrAlpha0,PrAlpha10,PrAlpha20,PrAlpha30,PrAlpha40,PrAlpha50,PrAlpha60,PrAlpha70,PrAlpha80,PrAlpha90,PrAlpha100,Swi40.60,Swi60.80,Swi80.100,Div40.60,Div60.80,Div80.100,PowSwi,PowAllA,PowAllB,PowAve,ClarityA,ClarityB,MinPow,SepBF,Pval1,Pval2,PrMix,PrAve,PrOut,PrSing,Comments,set
PSIC093010Loc_DoubleSound,1,1100,24,Average,Divide,0.29,0.63,0.47,0.4,0.6,0.47,0.82,0.82,0.37,0.63,0.01,0,6,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0,0,0,0,2,0,0.33,0.96,1,0.88,0.29,0.3,0.3,1.2872,0.213,0.22,0.27,0.29,0.15,0.29,,JA
PSIC093010Loc_DoubleSound,1,609,-24,Average,Divide,0.29,0.57,0.45,0.44,0.56,0.53,0.82,0.82,0.43,0.57,0.02,0.04,10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,3,0,0,0.33,0.58,1,0.71,0.28,0.28,0.3,0.5366,0.2037,0.75,0.28,0.29,0.15,0.29,,JA
PSIC101410Loc_DoubleSound,1,903,24,Average,Divide,0.29,0.56,0.45,0.44,0.56,0.47,0.82,0.81,0.44,0.56,0.01,0.01,19,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,1,1,0,0.29,0.58,0.92,0.5,0.29,0.29,0.3,8.8721,0.1632,0.79,0.29,0.29,0.13,0.29,,JA
PSIC102010Loc_DoubleSound,1,500,-6,Average,Divide,0.29,0.56,0.44,0.46,0.54,0.46,0.82,0.81,0.44,0.56,0,0.02,6,0.11,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0,0,0,3,0,0,0.33,0.88,0.92,0.92,0.29,0.29,0.3,-1.8552,0.2249,0.67,0.28,0.29,0.15,0.29,,JA
YKIC110911Loc_DoubleSound,1,500,-6,Mixture,Divide,1,0.99,0.37,0.08,0.92,0.53,0.81,0.82,0.01,0.99,0,0,8,0.09,0.07,0.06,0.06,0.06,0.07,0.08,0.1,0.12,0.14,0.16,0,0,0,0,1,7,0.33,1,1,1,0.46,0.51,0.3,56.5435,0.4213,0.58,1,0,0,0,,JA
YKIC120111Loc_DoubleSound,1,500,-24,Mixture,Divide,1,0.95,0.37,0.14,0.86,0.49,0.81,0.82,0.05,0.95,0.01,0.02,4,0.13,0.11,0.1,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.13,0,0,0,0,0,5,0.29,0.96,1,0.75,0.31,0.34,0.3,-1.0538,0.0474,0.08,1,0,0,0,,JA
PSIC032411Loc_DoubleSound,1,500,6,Mixture,Divide,0.94,0.75,0.41,0.31,0.69,0.51,0.82,0.81,0.25,0.75,0.05,0.07,2,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.13,0,0,0,0,1,1,0.33,1,0.71,0.96,0.31,0.27,0.3,-8.4856,0.1801,0.38,0.94,0.02,0,0.04,,JA
YKIC120111Loc_DoubleSound,1,609,-24,Mixture,Divide,0.94,0.9,0.4,0.19,0.81,0.51,0.82,0.82,0.1,0.9,0,0,5,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.11,0.13,0,0,0,0,1,2,0.33,1,1,0.83,0.33,0.35,0.3,5.4965,0.4319,0.07,0.94,0.01,0,0.05,,JA
YKIC102811Loc_DoubleSound,1,1100,6,Mixture,Divide,0.91,0.83,0.49,0.23,0.77,0.5,0.81,0.81,0.17,0.83,0,0,12,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.08,0.07,0,0,0,0,6,6,0.29,1,1,0.96,0.48,0.45,0.3,5.776,0.1316,0.42,0.91,0.05,0,0.04,,JA
YKIC090111_1Loc_DoubleSound,1,500,6,Mixture,Divide,0.89,0.92,0.45,0.16,0.84,0.51,0.81,0.81,0.08,0.92,0,0,6,0.09,0.1,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.09,0,0,0,0,0,5,0.25,1,1,0.79,0.37,0.38,0.3,12.9405,0.2206,0.82,0.89,0.07,0,0.03,,JA
YKIC100111Loc_DoubleSound,1,609,-6,Mixture,Divide,0.89,0.94,0.45,0.13,0.87,0.52,0.81,0.82,0.06,0.94,0,0,5,0.09,0.08,0.08,0.07,0.08,0.09,0.11,0.1,0.11,0.1,0.09,0,0,0,0,0,5,0.29,1,1,0.96,0.42,0.45,0.3,19.1768,0.4352,0.32,0.89,0.05,0,0.06,,JA
PSIC051111Loc_DoubleSound,1,500,6,Mixture,Divide,0.85,0.81,0.43,0.25,0.75,0.46,0.82,0.81,0.19,0.81,0.03,0.13,13,0.11,0.1,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0,0,0,0,8,0,0.25,1,0.92,0.79,0.32,0.3,0.3,2.081,0.3017,0,0.85,0.05,0.02,0.09,,JA
YKIC100711Loc_DoubleSound,1,903,24,Mixture,Divide,0.81,0.9,0.48,0.17,0.83,0.51,0.82,0.81,0.1,0.9,0.01,0.02,7,0.06,0.07,0.07,0.08,0.09,0.1,0.1,0.11,0.11,0.11,0.1,0,0,0,0,1,10,0.29,1,1,0.96,0.41,0.33,0.3,-1.4914,0.1858,0.32,0.81,0.06,0,0.13,,JA
YKIC110411_1Loc_DoubleSound,1,903,-6,Mixture,Divide,0.81,1,0.37,0.07,0.93,0.48,0.81,0.82,0,1,0,0,19,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.1,0.14,0.2,0,0,0,0,0,15,0.33,1,1,0.71,0.44,0.46,0.3,28.0231,0.1613,0.02,0.81,0.03,0,0.16,,JA
PSIC091610Loc_DoubleSound,1,903,6,Mixture,Divide,0.73,0.66,0.44,0.38,0.62,0.48,0.81,0.8,0.34,0.66,0,0.11,24,0.09,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,12,0,0.29,0.58,0.67,0.67,0.29,0.3,0.3,0.1402,0.1965,0.02,0.73,0.1,0.02,0.14,,JA
YKIC111011Loc_DoubleSound,1,500,6,Mixture,Divide,0.73,0.55,0.46,0.47,0.53,0.44,0.83,0.81,0.45,0.55,0.02,0.01,7,0.09,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.07,1,1,0,1,2,0,0.29,0.96,1,0.67,0.36,0.35,0.3,0.4078,0.0143,0.07,0.73,0.09,0,0.17,,JA
PSIC092310Loc_DoubleSound,1,1100,-6,Mixture,Divide,0.7,0.73,0.45,0.33,0.67,0.5,0.82,0.82,0.27,0.73,0,0,6,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0,0,0,0,3,0,0.33,1,1,0.83,0.33,0.31,0.3,9.979,0.3442,0.03,0.7,0.13,0.04,0.13,,JA
PSIC051111Loc_DoubleSound,1,500,24,Mixture,Divide,0.68,0.78,0.46,0.28,0.72,0.53,0.81,0.81,0.22,0.78,0,0,13,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0,0,0,0,1,2,0.33,1,0.96,0.92,0.36,0.34,0.3,27.2155,0.0189,0.07,0.68,0.18,0.01,0.13,,JA
YKIC090211_1Loc_DoubleSound,1,609,24,Mixture,Divide,0.67,0.88,0.48,0.2,0.8,0.6,0.82,0.81,0.12,0.88,0,0,12,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.09,0.08,0.07,0.06,0,0,0,0,3,7,0.29,1,1,1,0.48,0.4,0.3,32.1595,0.0275,0.23,0.67,0.32,0,0.01,,JA
YKIC120211Loc_DoubleSound,1,500,-24,Mixture,Divide,0.66,0.76,0.44,0.3,0.7,0.5,0.82,0.82,0.24,0.76,0.02,0.02,4,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.1,0.11,0,0,0,0,3,2,0.29,1,1,0.92,0.33,0.32,0.3,0.9847,0.5549,0.3,0.66,0.09,0,0.24,,JA
YKIC100111_1Loc_DoubleSound,1,903,-6,Mixture,Divide,0.65,1,0.52,0.07,0.93,0.49,0.82,0.82,0,1,0.01,0,3,0.05,0.05,0.06,0.08,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0,0,0,0,0,8,0.33,1,1,1,0.34,0.51,0.3,18.703,0,0.23,0.65,0.15,0,0.2,,JA
PSIC092910Loc_DoubleSound,1,1100,24,Mixture,Divide,0.63,0.68,0.45,0.35,0.65,0.64,0.82,0.82,0.32,0.68,0,0,13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0,0,0,0,5,1,0.29,1,1,0.58,0.34,0.34,0.3,14.8767,0.5458,0.28,0.63,0.18,0,0.2,,JA
YKIC111111_3Loc_DoubleSound,1,903,-24,Mixture,Divide,0.58,0.66,0.46,0.38,0.62,0.52,0.81,0.8,0.34,0.66,0.01,0,4,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0,0,0,2,4,0,0.33,1,1,0.92,0.33,0.4,0.3,2.4911,0.3005,0.44,0.58,0.2,0.01,0.22,,JA
YKIC102711_1Loc_DoubleSound,1,609,-6,Mixture,Divide,0.55,0.75,0.41,0.3,0.7,0.52,0.81,0.82,0.25,0.75,0,0.01,9,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.11,0,0,0,0,8,0,0.25,1,0.96,0.75,0.33,0.35,0.3,-3.35,0.1481,0.01,0.55,0.11,0.05,0.28,,JA
YKIC110911Loc_DoubleSound,1,1100,24,Mixture,Divide,0.53,0.84,0.45,0.23,0.77,0.49,0.8,0.8,0.16,0.84,0.01,0.06,11,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.1,0.09,0.08,0.08,0,0,0,0,7,3,0.25,1,1,0.83,0.33,0.34,0.3,0.0694,0.0454,0.1,0.53,0.18,0.01,0.29,,JA
YKIC082611_1Loc_DoubleSound,1,1100,-24,Mixture,Divide,0.52,0.57,0.44,0.44,0.56,0.44,0.8,0.81,0.43,0.57,0,0,12,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.1,0.09,0.1,0.1,1,0,0,3,1,0,0.33,1,1,0.92,0.41,0.4,0.3,13.9678,0.4328,0.42,0.52,0.13,0.08,0.26,,JA
YKIC090111_1Loc_DoubleSound,1,500,24,Mixture,Divide,0.52,0.68,0.45,0.36,0.64,0.5,0.8,0.81,0.32,0.68,0,0,9,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0,1,0,0,2,1,0.25,1,1,0.88,0.4,0.38,0.3,30.161,0.0603,0.33,0.52,0.35,0,0.13,,JA
PSIC051111Loc_DoubleSound,1,500,-24,Mixture,Divide,0.5,0.87,0.48,0.2,0.8,0.53,0.82,0.8,0.13,0.87,0,0,12,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.09,0.08,0.07,0.07,0,0,0,0,0,4,0.25,1,1,0.88,0.39,0.36,0.3,38.1613,0.0328,0.14,0.5,0.19,0,0.31,,JA
PSIC051111Loc_DoubleSound,1,903,-6,Mixture,Divide,0.49,0.61,0.48,0.41,0.59,0.56,0.8,0.81,0.39,0.61,0,0,6,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0,1,0,1,3,0,0.29,1,1,1,0.38,0.38,0.3,24.1798,0.0766,0.25,0.49,0.47,0,0.04,,JA
YKIC102811Loc_DoubleSound,1,609,24,Mixture,Divide,0.48,0.86,0.42,0.2,0.8,0.41,0.84,0.81,0.14,0.86,0.01,0.01,11,0.14,0.14,0.11,0.1,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0,0,0,0,4,7,0.25,1,1,0.88,0.42,0.37,0.3,1.9519,0.1888,0.45,0.48,0.15,0,0.37,,JA
YKIC090811Loc_DoubleSound,1,500,24,Mixture,Divide,0.47,0.84,0.46,0.23,0.77,0.45,0.82,0.81,0.16,0.84,0.01,0,9,0.1,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0,0,0,0,3,3,0.29,1,1,0.96,0.39,0.37,0.3,0.5243,0.1463,0.32,0.47,0.19,0.01,0.34,,JA
YKIC100711Loc_DoubleSound,1,500,-24,Mixture,Divide,0.47,0.73,0.49,0.32,0.68,0.54,0.81,0.82,0.27,0.73,0,0,16,0.07,0.07,0.08,0.09,0.1,0.09,0.1,0.11,0.1,0.1,0.08,0,0,0,1,14,0,0.29,1,1,0.92,0.47,0.48,0.3,-2.5048,0.001,0.36,0.47,0.24,0.02,0.26,,JA
PSIC091310Loc_DoubleSound,1,609,-6,Mixture,Divide,0.45,0.69,0.44,0.35,0.65,0.44,0.81,0.82,0.31,0.69,0.04,0.11,12,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.1,0.1,0,0,0,0,6,0,0.25,0.71,0.96,0.62,0.29,0.3,0.3,2.7675,0.2371,0.8,0.45,0.23,0.01,0.31,,JA
PSIC110310Loc_DoubleSound,1,609,-24,Mixture,Divide,0.45,0.59,0.45,0.42,0.58,0.56,0.82,0.82,0.41,0.59,0.01,0.09,11,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0,0,0,4,2,0,0.25,0.75,1,0.83,0.3,0.3,0.3,-0.2508,0.2367,0.42,0.45,0.2,0.01,0.33,,JA
YKIC081811Loc_DoubleSound,1,903,-6,Mixture,Divide,0.44,0.61,0.48,0.41,0.59,0.42,0.82,0.8,0.39,0.61,0.01,0,5,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0,0,0,1,2,0,0.29,1,1,1,0.33,0.33,0.3,2.0983,0.4314,0.06,0.44,0.26,0.09,0.21,,JA
YKIC113011Loc_DoubleSound,1,1100,-6,Mixture,Divide,0.44,0.98,0.39,0.1,0.9,0.49,0.82,0.82,0.02,0.98,0.03,0.05,3,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.09,0.1,0.12,0.17,0,0,0,0,0,5,0.25,1,0.92,0.92,0.29,0.34,0.3,2.8714,0.4668,0.32,0.44,0.14,0.09,0.33,,JA
PSIC102610Loc_DoubleSound,1,500,-24,Mixture,Divide,0.39,0.54,0.45,0.46,0.54,0.53,0.82,0.82,0.46,0.54,0.01,0.07,4,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0,0,0,2,0,0,0.33,0.67,0.88,0.79,0.27,0.28,0.3,-1.318,0.1515,0.56,0.39,0.25,0.01,0.35,,JA
YKIC102711_1Loc_DoubleSound,1,609,-24,Mixture,Divide,0.39,0.58,0.43,0.43,0.57,0.43,0.81,0.83,0.42,0.58,0.05,0.04,3,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.12,1,0,0,2,2,0,0.25,0.29,0.46,0.75,0.3,0.28,0.3,-1.9613,0.0693,0.14,0.39,0.22,0.02,0.37,,JA
PSIC031711Loc_DoubleSound,1,1100,6,Mixture,Divide,0.37,0.57,0.46,0.44,0.56,0.48,0.82,0.82,0.43,0.57,0.02,0.09,17,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0,0,0,7,0,0,0.29,0.96,0.75,0.67,0.29,0.29,0.3,0.6076,0.821,0.03,0.37,0.31,0.05,0.27,,JA
PSIC091410Loc_DoubleSound,1,903,-6,Mixture,Divide,0.36,0.65,0.46,0.38,0.62,0.53,0.8,0.83,0.35,0.65,0,0.02,15,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0,0,0,0,7,0,0.29,0.88,0.96,0.75,0.31,0.32,0.3,4.6328,0.5111,0.47,0.36,0.35,0.04,0.24,,JA
PSIC092810Loc_DoubleSound,1,500,-24,Mixture,Divide,0.36,0.57,0.46,0.44,0.56,0.53,0.81,0.82,0.43,0.57,0.01,0.01,11,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,3,0,0,0.29,0.92,0.92,0.67,0.29,0.3,0.3,1.5712,0.6427,0.36,0.36,0.27,0.08,0.29,,JA
PSIC100610Loc_DoubleSound,1,609,24,Mixture,Divide,0.36,0.66,0.45,0.37,0.63,0.46,0.82,0.82,0.34,0.66,0.01,0.06,13,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,0,4,0,0.25,0.96,0.96,0.67,0.29,0.29,0.3,4.4903,0.3155,0.08,0.36,0.3,0.08,0.26,,JA
YKIC101311Loc_DoubleSound,1,903,-24,Mixture,Divide,0.36,0.52,0.45,0.49,0.51,0.51,0.8,0.82,0.48,0.52,0.04,0.3,10,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0,0,0,14,0,0,0.25,0.96,0.88,0.71,0.29,0.26,0.3,-1.6608,0.6035,0.62,0.36,0.3,0.02,0.32,,JA
PSIC091310Loc_DoubleSound,1,903,-6,Mixture,Divide,0.35,0.55,0.46,0.46,0.54,0.47,0.82,0.81,0.45,0.55,0.02,0.23,11,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0,0,0,6,0,0,0.25,0.83,0.88,0.58,0.28,0.28,0.3,-2.3838,0.2407,0.79,0.35,0.3,0.05,0.3,,JA
YKIC082411Loc_DoubleSound,1,500,-6,Mixture,Divide,0.35,0.84,0.47,0.27,0.73,0.53,0.84,0.82,0.16,0.84,0,0,6,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.07,0.07,0.06,0,1,0,0,3,5,0.33,1,1,0.96,0.45,0.41,0.3,-0.2974,0.121,0.05,0.35,0.27,0.1,0.29,,JA
YKIC102511_1Loc_DoubleSound,1,500,6,Mixture,Divide,0.35,0.7,0.44,0.36,0.64,0.51,0.82,0.78,0.3,0.7,0.04,0.01,4,0.12,0.11,0.11,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0,0,0,3,4,0,0.25,1,1,0.79,0.4,0.31,0.3,-2.6225,0.0492,0.15,0.35,0.24,0.12,0.3,,JA
PSIC091410Loc_DoubleSound,1,903,6,Mixture,Divide,0.34,0.55,0.45,0.47,0.53,0.49,0.82,0.82,0.45,0.55,0.01,0.09,28,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0,0,0,10,0,0,0.25,0.62,0.75,0.67,0.28,0.28,0.3,-0.0691,0.69,0.32,0.34,0.29,0.03,0.34,,JA
PSIC092910Loc_DoubleSound,1,609,6,Mixture,Divide,0.32,0.57,0.46,0.44,0.56,0.49,0.81,0.82,0.43,0.57,0,0.02,17,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0,0,0,3,1,0,0.29,0.92,0.96,0.83,0.29,0.3,0.3,5.9709,0.7599,0.37,0.32,0.32,0.05,0.31,,JA
PSIC101310Loc_DoubleSound,1,903,24,Mixture,Divide,0.32,0.53,0.47,0.48,0.52,0.49,0.82,0.81,0.47,0.53,0.06,0.21,8,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0,0,0,3,0,0,0.46,0.79,0.29,0.54,0.28,0.27,0.3,-2.0271,0.1866,0.34,0.32,0.3,0.08,0.3,,JA
PSIC090810Loc_DoubleSound,1,903,24,Mixture,Divide,0.31,0.57,0.46,0.44,0.56,0.5,0.82,0.81,0.43,0.57,0.11,0.2,7,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0,0,0,8,0,0,0.29,0.96,0.92,0.88,0.28,0.28,0.3,-1.2161,0.3282,0.16,0.31,0.3,0.1,0.3,,JA
PSIC091710Loc_DoubleSound,1,609,-6,Mixture,Divide,0.31,0.56,0.46,0.45,0.55,0.47,0.81,0.81,0.44,0.56,0.1,0.26,10,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0,0,0,3,0,0,0.29,0.92,0.75,0.54,0.27,0.28,0.3,-0.8236,0.6187,0.24,0.31,0.29,0.11,0.3,,JA
PSIC092110Loc_DoubleSound,1,500,-24,Mixture,Divide,0.31,0.5,0.45,0.5,0.5,0.44,0.82,0.81,0.5,0.5,0.01,0.16,20,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,1,0,0,4,0,0,0.29,0.67,0.92,0.54,0.28,0.28,0.3,-0.6868,0.6523,0.81,0.31,0.31,0.09,0.29,,JA
PSIC111010Loc_DoubleSound,1,903,-24,Mixture,Divide,0.31,0.54,0.45,0.47,0.53,0.5,0.81,0.81,0.46,0.54,0.08,0.12,4,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,2,0,0,0.29,0.83,0.88,0.92,0.28,0.28,0.3,-0.9269,0.3037,0.08,0.31,0.27,0.14,0.29,,JA
PSIC111710Loc_DoubleSound,1,609,-24,Mixture,Divide,0.3,0.55,0.45,0.45,0.55,0.52,0.82,0.8,0.45,0.55,0,0.02,29,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0,0,0,3,0,0,0.29,0.96,0.88,0.71,0.28,0.29,0.3,-2.1802,0.8726,0.26,0.3,0.3,0.11,0.3,,JA
PSIC102610Loc_DoubleSound,1,903,-6,Mixture,Divide,0.28,0.71,0.46,0.33,0.67,0.52,0.82,0.81,0.29,0.71,0.04,0.05,4,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0,0,0,0,4,0,0.46,0.29,0.96,0.62,0.29,0.3,0.3,-1.7279,0.2933,0.12,0.28,0.28,0.16,0.28,,JA
YKIC102811_1Loc_DoubleSound,1,1100,6,Outside,Divide,1,1,0.3,0.06,0.94,0.5,0.81,0.82,0,1,0.02,0.08,12,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.09,0.14,0.32,0,0,0,0,0,12,0.33,0.92,0.75,0.71,0.32,0.3,0.3,-0.5449,0.2298,0.13,0,0,1,0,,JA
YKIC113011_1Loc_DoubleSound,1,903,-6,Outside,Divide,1,0.82,0.4,0.26,0.74,0.5,0.82,0.81,0.18,0.82,0.01,0.01,3,0.17,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0,2,0.25,0.88,0.96,0.83,0.29,0.3,0.3,-2.0615,0.1373,0,0,0,1,0,,JA
YKIC082611Loc_DoubleSound,1,903,-6,Outside,Divide,0.97,0.92,0.39,0.16,0.84,0.49,0.82,0.8,0.08,0.92,0.03,0,4,0.16,0.14,0.11,0.1,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0,0,0,0,0,4,0.33,1,1,0.96,0.36,0.35,0.3,-1.1727,0.2132,0.29,0.01,0,0.97,0.02,,JA
YKIC110911Loc_DoubleSound,1,903,-24,Outside,Divide,0.97,0.97,0.37,0.1,0.9,0.53,0.81,0.82,0.03,0.97,0,0,10,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.09,0.12,0.13,0.2,0,0,0,0,0,6,0.29,1,1,0.92,0.39,0.4,0.3,6.9545,0.2002,0.2,0.01,0,0.97,0.02,,JA
PSIC032411Loc_DoubleSound,1,500,-24,Outside,Divide,0.83,0.92,0.4,0.17,0.83,0.48,0.82,0.82,0.08,0.92,0.01,0,6,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.21,0,0,0,0,0,2,0.25,1,1,0.96,0.34,0.34,0.3,26.0927,0.0278,0.03,0.05,0.05,0.83,0.07,,JA
YKIC101311Loc_DoubleSound,1,500,-24,Outside,Divide,0.71,0.63,0.45,0.41,0.59,0.53,0.81,0.82,0.37,0.63,0.02,0.21,10,0.08,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.1,0.1,0,0,0,8,1,0,0.25,0.88,0.83,0.79,0.29,0.27,0.3,-0.7596,0.4266,0.61,0.07,0.05,0.71,0.17,,JA
YKIC113011_1Loc_DoubleSound,1,609,24,Outside,Divide,0.66,0.85,0.42,0.24,0.76,0.42,0.82,0.81,0.15,0.85,0.02,0,8,0.14,0.12,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0,0,0,0,1,2,0.33,0.88,0.96,0.92,0.32,0.32,0.3,1.3057,0.3396,0,0.11,0.05,0.66,0.18,,JA
YKIC113011Loc_DoubleSound,1,903,-6,Outside,Divide,0.58,0.88,0.4,0.2,0.8,0.5,0.81,0.81,0.12,0.88,0.01,0.02,3,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.11,0.11,0.14,0,0,0,0,0,2,0.29,1,0.79,0.71,0.28,0.3,0.3,3.4364,0.4652,0.32,0.14,0.1,0.58,0.18,,JA
PSIC091310Loc_DoubleSound,1,1100,6,Outside,Divide,0.53,0.55,0.45,0.46,0.54,0.49,0.81,0.82,0.45,0.55,0,0.01,14,0.09,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0,0,0,8,0,0,0.29,1,0.96,0.58,0.31,0.31,0.3,-2.0463,0.0315,0.44,0.12,0.1,0.53,0.25,,JA
PSIC101510Loc_DoubleSound,1,903,6,Outside,Divide,0.52,0.61,0.46,0.41,0.59,0.51,0.81,0.83,0.39,0.61,0.03,0.14,6,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0,0,0,0,2,0,0.29,0.67,0.75,0.62,0.28,0.28,0.3,1.726,0.3303,0.05,0.16,0.12,0.52,0.21,,JA
YKIC090811Loc_DoubleSound,1,1100,-24,Outside,Divide,0.52,0.96,0.37,0.13,0.87,0.52,0.82,0.82,0.04,0.96,0.01,0,5,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.1,0.12,0.19,0,0,0,0,0,3,0.33,1,1,0.92,0.36,0.36,0.3,16.0003,0.0053,0.17,0.15,0.09,0.52,0.24,,JA
PSIC101410Loc_DoubleSound,1,903,6,Outside,Divide,0.5,0.55,0.46,0.46,0.54,0.55,0.81,0.82,0.45,0.55,0.01,0.05,13,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0,0,0,5,0,0,0.25,0.71,0.58,0.5,0.28,0.27,0.3,-2.1661,0.105,0.18,0.16,0.15,0.5,0.2,,JA
YKIC111011_1Loc_DoubleSound,1,903,6,Outside,Divide,0.47,0.5,0.45,0.51,0.49,0.51,0.82,0.82,0.5,0.5,0.03,0.14,7,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,4,0,0,1,0,0,0.29,0.75,0.33,0.5,0.28,0.27,0.3,-1.6609,0.2137,0.54,0.17,0.16,0.47,0.21,,JA
YKIC082611Loc_DoubleSound,1,903,24,Outside,Divide,0.42,0.86,0.4,0.22,0.78,0.48,0.8,0.82,0.14,0.86,0.01,0,6,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.16,0,0,0,0,0,2,0.33,1,1,0.83,0.36,0.35,0.3,9.6396,0.0457,0.72,0.19,0.14,0.42,0.25,,JA
