Cell,Site,contra,AltFreq,AltPos,PrMix,PrAve,PrOut,PrSing,WinModels,WinPr,a0,a0.1,a0.2,a0.3,a0.4,a0.5,a0.6,a0.7,a0.8,a0.9,a1,NA,NA.1,NA.2,NA.3,NA.4,NA.5,NA.6,NA.7,NA.8,NA.10,NA.11,NA.12,NA.13,NA.14
PSIC110110Loc_DoubleSound,0,1,1100,-24,0.075296785,0.908266136,5.75E-05,0.016379613,Average,0.908266136,0.09,0.08,0.09,0.1,0.09,0.1,0.11,0.1,0.09,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110210Loc_DoubleSound,0,1,609,6,0.999816287,0.000105755,3.78E-06,7.42E-05,Mixture,0.999816287,0.14,0.12,0.11,0.09,0.08,0.07,0.07,0.07,0.07,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110310Loc_DoubleSound,0,1,1100,-24,0.76231469,0.205646659,0.000222965,0.031815686,Mixture,0.76231469,0.14,0.13,0.12,0.11,0.09,0.09,0.07,0.07,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110310Loc_DoubleSound,0,1,1100,-6,0.091292769,0.697478428,0.000162654,0.211066149,Average,0.697478428,0.1,0.09,0.1,0.11,0.1,0.1,0.08,0.09,0.08,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110310Loc_DoubleSound,0,1,500,6,0.614071224,0.055919375,0.004200531,0.32580887,Mixture,0.614071224,0.06,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.09,0.12,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110910Loc_DoubleSound,0,1,903,24,0.626602362,0.22771894,2.79E-05,0.145650825,Mixture,0.626602362,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.08,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110910Loc_DoubleSound,0,1,903,-6,0.218559357,0.177693052,0.000843798,0.602903793,Single,0.602903793,0.13,0.12,0.12,0.11,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110910Loc_DoubleSound,0,1,609,-6,0.242788042,0.172050633,0.00349974,0.581661585,Single,0.581661585,0.06,0.07,0.08,0.07,0.08,0.08,0.09,0.11,0.1,0.12,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC110910Loc_DoubleSound,0,1,1100,-6,0.276865785,0.086507651,0.07674075,0.559885814,Single,0.559885814,0.2,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111010Loc_DoubleSound,0,1,609,24,0.999889372,4.05E-05,5.99E-06,6.41E-05,Mixture,0.999889372,0.17,0.14,0.1,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111010Loc_DoubleSound,0,1,609,6,0.230578281,0.190335903,0.144892258,0.434193558,Single,0.434193558,0.12,0.12,0.1,0.1,0.09,0.09,0.08,0.07,0.08,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,609,6,0.035632637,0.883474099,7.02E-05,0.080823032,Average,0.883474099,0.06,0.07,0.08,0.08,0.09,0.12,0.11,0.1,0.11,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,1100,-6,0.72338222,0.130808934,0.000139727,0.145669119,Mixture,0.72338222,0.13,0.11,0.1,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,500,6,0.23072356,0.153764204,0.005169729,0.610342507,Single,0.610342507,0.06,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.11,0.13,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,903,24,0.3001258,0.547795324,0.004287491,0.147791385,Average,0.547795324,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,1100,6,0.209884856,0.265617971,0.00114266,0.523354512,Single,0.523354512,0.11,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,1100,24,0.443602061,0.331201815,5.49E-05,0.225141232,Mixture,0.443602061,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111210Loc_DoubleSound,0,1,903,-6,0.279417038,0.406264906,0.084656799,0.229661257,Average,0.406264906,0.09,0.09,0.09,0.08,0.1,0.09,0.1,0.1,0.09,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111510Loc_DoubleSound,0,1,1100,-24,0.037509619,0.916532401,1.06E-05,0.045947407,Average,0.916532401,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111510Loc_DoubleSound,0,1,1100,-6,0.867199359,0.056422549,9.70E-06,0.076368392,Mixture,0.867199359,0.13,0.11,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111510Loc_DoubleSound,0,1,903,-24,0.172660202,0.500709209,0.008447964,0.318182625,Average,0.500709209,0.09,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111510Loc_DoubleSound,0,1,609,-6,0.141869849,0.486438304,0.003350502,0.368341346,Average,0.486438304,0.07,0.08,0.08,0.09,0.09,0.09,0.1,0.09,0.11,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111610Loc_DoubleSound,0,1,1100,-24,0.947127485,0.044395304,1.25E-06,0.008475958,Mixture,0.947127485,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111610Loc_DoubleSound,0,1,903,-24,0.147789746,0.842767088,0.000470429,0.008972736,Average,0.842767088,0.08,0.08,0.09,0.08,0.09,0.1,0.1,0.11,0.1,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111610Loc_DoubleSound,0,1,1100,24,0.248906051,0.132990211,0.113145604,0.504958134,Single,0.504958134,0.2,0.12,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111610Loc_DoubleSound,0,1,609,24,0.299669163,0.395036859,0.064707627,0.240586351,Average,0.395036859,0.1,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111710Loc_DoubleSound,0,1,500,-6,5.67E-05,6.04E-06,0.999720421,0.00021679,Outside,0.999720421,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.1,0.2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111710Loc_DoubleSound,0,1,1100,-24,0.997402438,0.002597513,1.10E-12,4.89E-08,Mixture,0.997402438,0.1,0.11,0.11,0.09,0.09,0.07,0.08,0.09,0.1,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111710Loc_DoubleSound,0,1,609,24,0.235429362,0.721917537,0.004716707,0.037936394,Average,0.721917537,0.09,0.08,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111710Loc_DoubleSound,0,1,609,-6,0.224460683,0.141118584,0.001971117,0.632449616,Single,0.632449616,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.14,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111710Loc_DoubleSound,0,1,903,24,0.223861537,0.243478276,0.000349283,0.532310903,Single,0.532310903,0.13,0.12,0.13,0.11,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111710Loc_DoubleSound,0,1,903,-24,0.073785597,0.442200565,0.000701288,0.48331255,Single,0.48331255,0.18,0.16,0.12,0.1,0.08,0.07,0.08,0.06,0.06,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111810Loc_DoubleSound,0,1,903,-24,0.24079182,0.193008213,0.002381267,0.563818699,Single,0.563818699,0.14,0.13,0.1,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111910Loc_DoubleSound,0,1,1100,-6,0.009866604,0.976188525,3.00E-05,0.013914838,Average,0.976188525,0.07,0.08,0.09,0.1,0.12,0.12,0.1,0.1,0.09,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111910Loc_DoubleSound,0,1,1100,6,0.097399929,0.901108325,1.31E-05,0.001478644,Average,0.901108325,0.07,0.08,0.09,0.09,0.1,0.11,0.1,0.11,0.09,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111910Loc_DoubleSound,0,1,903,24,0.149006099,0.846480562,2.26E-07,0.004513113,Average,0.846480562,0.09,0.09,0.08,0.1,0.11,0.09,0.12,0.1,0.09,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111910Loc_DoubleSound,0,1,1100,24,0.088114712,0.810328332,0.000190775,0.101366181,Average,0.810328332,0.13,0.14,0.13,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111910Loc_DoubleSound,0,1,903,-6,0.445706454,0.404746344,0.029454908,0.120092294,Mixture,0.445706454,0.09,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIC111910Loc_DoubleSound,0,1,609,-6,0.430320005,0.433212829,0.002160045,0.134307121,Average,0.433212829,0.08,0.08,0.08,0.08,0.1,0.09,0.09,0.09,0.1,0.11,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072611Loc_DoubleSound,0,-1,500,-6,0.999999315,1.72E-07,3.71E-11,5.13E-07,Mixture,0.999999315,0.13,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.12,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072611Loc_DoubleSound,0,-1,609,-6,0.999999269,5.12E-07,3.30E-09,2.16E-07,Mixture,0.999999269,0.12,0.06,0.07,0.07,0.07,0.08,0.08,0.09,0.11,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072611Loc_DoubleSound,0,-1,1100,6,0.653610728,0.096883765,0.000216733,0.249288774,Mixture,0.653610728,0.17,0.12,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072711Loc_DoubleSound,0,-1,1100,-24,0.054635966,0.036035061,0.72566784,0.183661133,Outside,0.72566784,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.1,0.17,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072711Loc_DoubleSound,0,-1,903,6,0.137012348,0.500782087,0.008143915,0.35406165,Average,0.500782087,0.05,0.05,0.05,0.06,0.07,0.09,0.12,0.12,0.14,0.13,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072711Loc_DoubleSound,0,-1,903,-6,0.148243874,0.116974822,0.335143472,0.399637831,Single,0.399637831,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.1,0.16,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072811Loc_DoubleSound,0,-1,903,24,2.57E-06,2.57E-07,0.999989095,8.08E-06,Outside,0.999989095,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.06,0.09,0.13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072811Loc_DoubleSound,0,-1,500,24,0.00143891,9.07E-05,0.993650807,0.004819575,Outside,0.993650807,0.34,0.16,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072811Loc_DoubleSound,0,-1,903,6,0.073499467,0.03314786,0.661412803,0.23193987,Outside,0.661412803,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.08,0.1,0.14,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072811Loc_DoubleSound,0,-1,1100,6,0.262825107,0.02316144,0.430690105,0.283323348,Outside,0.430690105,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.09,0.13,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC072811Loc_DoubleSound,0,-1,609,6,0.114593537,0.070301379,0.417168997,0.397936087,Outside,0.417168997,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.08,0.1,0.16,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080311Loc_DoubleSound,0,-1,1100,24,1,7.96E-14,3.35E-14,1.26E-12,Mixture,1,0.07,0.07,0.05,0.05,0.04,0.05,0.05,0.07,0.07,0.09,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080311Loc_DoubleSound,0,-1,1100,6,0.261514056,0.197371558,0.124946798,0.416167588,Single,0.416167588,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080311Loc_DoubleSound,0,-1,500,24,0.185165451,0.052770364,0.385966182,0.376098003,Outside,0.385966182,0.25,0.1,0.08,0.07,0.08,0.08,0.09,0.07,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080411Loc_DoubleSound,0,-1,903,-24,0.216594815,0.189526413,0.003225953,0.590652819,Single,0.590652819,0.05,0.06,0.06,0.07,0.09,0.1,0.11,0.1,0.09,0.11,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080411Loc_DoubleSound,0,-1,903,6,0.252894136,0.206266901,0.032132596,0.508706367,Single,0.508706367,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.13,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080511Loc_DoubleSound,0,-1,609,6,0.073017975,0.027517045,0.738045627,0.161419352,Outside,0.738045627,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.08,0.09,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080511Loc_DoubleSound,0,-1,609,-6,0.0720175,0.031041007,0.711097209,0.185844284,Outside,0.711097209,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.09,0.13,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080511Loc_DoubleSound,0,-1,903,-6,0.249696711,0.223955422,0.007688664,0.518659203,Single,0.518659203,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.11,0.12,0.12,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC080511Loc_DoubleSound,0,-1,903,-24,0.127112514,0.056995518,0.493820769,0.322071199,Outside,0.493820769,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.09,0.1,0.13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC081911Loc_DoubleSound,0,-1,609,-6,0.169883057,0.159446797,0.261467581,0.409202565,Single,0.409202565,0.15,0.17,0.12,0.1,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082411Loc_DoubleSound,0,-1,903,-24,0.630304683,0.174531166,8.54E-05,0.195078751,Mixture,0.630304683,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.11,0.11,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082411Loc_DoubleSound,0,-1,500,-24,0.247230258,0.323054203,0.067398322,0.362317218,Single,0.362317218,0.12,0.12,0.1,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082511Loc_DoubleSound,0,-1,500,6,0.698432662,0.150315854,0.005698704,0.14555278,Mixture,0.698432662,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082511Loc_DoubleSound,0,-1,1100,-24,0.201641581,0.270045853,0.115583333,0.412729233,Single,0.412729233,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0.11,0.13,0.15,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611_1Loc_DoubleSound,0,-1,1100,-6,0.825374552,0.170756282,0.000162113,0.003707053,Mixture,0.825374552,0.1,0.1,0.12,0.11,0.09,0.09,0.08,0.08,0.07,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611_1Loc_DoubleSound,0,-1,609,24,0.185925599,0.183450814,0.002807927,0.62781566,Single,0.62781566,0.19,0.15,0.13,0.09,0.09,0.08,0.07,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611_1Loc_DoubleSound,0,-1,1100,-24,0.595564684,0.051718213,0.111665747,0.241051356,Mixture,0.595564684,0.07,0.07,0.06,0.06,0.07,0.06,0.07,0.09,0.1,0.14,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611_1Loc_DoubleSound,0,-1,500,24,0.163140849,0.143741124,0.173749382,0.519368645,Single,0.519368645,0.04,0.04,0.05,0.05,0.06,0.07,0.09,0.11,0.14,0.17,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611_1Loc_DoubleSound,0,-1,903,24,0.166527114,0.18086631,0.139513049,0.513093526,Single,0.513093526,0.05,0.06,0.06,0.07,0.06,0.09,0.09,0.09,0.13,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611_1Loc_DoubleSound,0,-1,1100,6,0.156040455,0.075219861,0.332358864,0.43638082,Single,0.43638082,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.12,0.15,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC082611Loc_DoubleSound,0,-1,500,-24,0.051668759,0.789463275,0.044095305,0.114772662,Average,0.789463275,0.06,0.07,0.07,0.07,0.09,0.09,0.12,0.12,0.11,0.11,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,1100,-6,1.92E-05,0.999950657,8.04E-09,3.02E-05,Average,0.999950657,0.04,0.05,0.05,0.06,0.08,0.12,0.17,0.13,0.12,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,500,6,0.987115722,0.012260556,0.000109403,0.000514318,Mixture,0.987115722,0.09,0.1,0.11,0.11,0.09,0.09,0.08,0.07,0.07,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,609,6,0.022879314,0.970618188,0.00021456,0.006287938,Average,0.970618188,0.08,0.09,0.1,0.11,0.12,0.11,0.09,0.09,0.08,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,903,-24,0.008689426,0.967491682,0.000299934,0.023518958,Average,0.967491682,0.06,0.05,0.06,0.07,0.08,0.1,0.13,0.13,0.13,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,609,24,0.793943506,0.203265358,0.000215717,0.002575419,Mixture,0.793943506,0.08,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,903,-6,0.088313744,0.661953791,0.005237246,0.244495218,Average,0.661953791,0.05,0.05,0.05,0.06,0.08,0.09,0.12,0.14,0.12,0.11,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,609,-6,0.193815005,0.188991893,0.000233145,0.616959957,Single,0.616959957,0.05,0.07,0.06,0.07,0.07,0.1,0.1,0.1,0.12,0.14,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090111_1Loc_DoubleSound,0,-1,1100,-24,0.206399909,0.222898295,0.113184088,0.457517708,Single,0.457517708,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.1,0.1,0.15,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090211_1Loc_DoubleSound,0,-1,609,6,0.999979505,2.05E-05,2.95E-14,1.68E-10,Mixture,0.999979505,0.18,0.09,0.07,0.07,0.11,0.11,0.1,0.09,0.07,0.06,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090211_1Loc_DoubleSound,0,-1,500,24,0.999813922,6.61E-05,2.95E-08,0.000119932,Mixture,0.999813922,0.19,0.1,0.08,0.08,0.07,0.07,0.09,0.08,0.09,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090211_1Loc_DoubleSound,0,-1,500,6,0.999744814,0.000171512,6.46E-08,8.36E-05,Mixture,0.999744814,0.25,0.08,0.06,0.07,0.09,0.12,0.1,0.1,0.07,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090811_1Loc_DoubleSound,0,-1,500,24,0.126388548,0.626444933,0.001356029,0.24581049,Average,0.626444933,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.08,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090811Loc_DoubleSound,0,-1,1100,-6,0.616905512,0.160599851,0.001106847,0.22138779,Mixture,0.616905512,0.05,0.05,0.06,0.08,0.08,0.09,0.1,0.09,0.1,0.11,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090811Loc_DoubleSound,0,-1,500,-24,0.193807545,0.547228053,8.41E-05,0.258880258,Average,0.547228053,0.06,0.07,0.08,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090811Loc_DoubleSound,0,-1,609,-24,0.219759078,0.359722121,0.000906225,0.419612576,Single,0.419612576,0.07,0.07,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.11,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090811Loc_DoubleSound,0,-1,903,-24,0.390947298,0.253426227,0.000322831,0.355303645,Mixture,0.390947298,0.05,0.05,0.07,0.07,0.08,0.1,0.11,0.1,0.09,0.1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090911_1Loc_DoubleSound,0,-1,903,-24,0.062713186,0.929616117,0.000144637,0.00752606,Average,0.929616117,0.07,0.07,0.08,0.09,0.1,0.1,0.11,0.11,0.11,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090911_1Loc_DoubleSound,0,-1,1100,6,0.21580661,0.216411716,0.007475886,0.560305788,Single,0.560305788,0.06,0.06,0.07,0.07,0.07,0.08,0.1,0.1,0.12,0.13,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090911_1Loc_DoubleSound,0,-1,609,6,0.512823725,0.160795307,0.07603792,0.250343048,Mixture,0.512823725,0.07,0.07,0.08,0.08,0.08,0.08,0.11,0.1,0.1,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090911_1Loc_DoubleSound,0,-1,1100,24,0.234774917,0.262178942,0.008259196,0.494786945,Single,0.494786945,0.06,0.06,0.06,0.06,0.07,0.07,0.09,0.11,0.12,0.15,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC090911_1Loc_DoubleSound,0,-1,1100,-24,0.153612205,0.410358545,0.095557798,0.340471451,Average,0.410358545,0.06,0.06,0.06,0.06,0.06,0.09,0.1,0.11,0.13,0.13,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311_1Loc_DoubleSound,0,-1,609,24,3.21E-06,0.999996345,7.49E-11,4.49E-07,Average,0.999996345,0.06,0.07,0.09,0.12,0.13,0.14,0.11,0.08,0.08,0.06,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311_1Loc_DoubleSound,0,-1,903,-24,0.000286621,0.998749989,9.61E-07,0.000962428,Average,0.998749989,0.04,0.04,0.04,0.06,0.1,0.16,0.17,0.12,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311_1Loc_DoubleSound,0,-1,903,24,0.021507693,0.935059968,0.00219638,0.041235959,Average,0.935059968,0.07,0.08,0.09,0.1,0.11,0.11,0.1,0.1,0.08,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311_1Loc_DoubleSound,0,-1,1100,24,0.017287386,0.921384218,8.37E-05,0.061244688,Average,0.921384218,0.09,0.1,0.1,0.12,0.12,0.12,0.1,0.08,0.06,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311_1Loc_DoubleSound,0,-1,500,6,0.028058536,0.9003584,0.00127455,0.070308514,Average,0.9003584,0.1,0.11,0.11,0.11,0.11,0.1,0.09,0.08,0.07,0.06,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311_1Loc_DoubleSound,0,-1,1100,-6,0.183054642,0.16563469,0.10407218,0.547238488,Single,0.547238488,0.05,0.05,0.05,0.05,0.06,0.09,0.09,0.1,0.1,0.14,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311Loc_DoubleSound,0,-1,1100,-24,0.057746529,0.763003976,0.006410025,0.17283947,Average,0.763003976,0.05,0.05,0.05,0.06,0.08,0.11,0.11,0.11,0.11,0.12,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311Loc_DoubleSound,0,-1,500,24,0.76070003,0.20891743,0.003840256,0.026542284,Mixture,0.76070003,0.08,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.1,0.1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092311Loc_DoubleSound,0,-1,609,24,0.176214905,0.728512149,0.000583334,0.094689612,Average,0.728512149,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092911_1Loc_DoubleSound,0,-1,903,-24,0.012684404,0.966298894,0.001037873,0.01997883,Average,0.966298894,0.07,0.08,0.09,0.1,0.11,0.11,0.11,0.1,0.1,0.08,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKIC092911_1Loc_DoubleSound,0,-1,1100,-6,0.939477348,0.015001103,0.000121023,0.045400527,Mixture,0.939477348,0.06,0.07,0.05,0.07,0.06,0.07,0.08,0.11,0.12,0.13,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
